-48.962189,-19.855594,1,60,1,190
-48.907753,-19.297605,1,60,1,178
-48.907467,-19.297612,1,60,1,358
-48.453700,-19.007867,1,60,0,59
-48.463603,-19.013162,1,60,0,72
-48.126492,-19.907653,1,60,1,44
-48.126465,-19.907565,1,60,1,224
-48.073176,-19.856350,1,80,2,234
-48.990791,-19.963951,1,100,0,53
-48.000185,-19.665789,1,100,1,160
-48.001047,-19.795561,5,60,1,225
-48.001325,-19.795867,5,60,1,45
-48.174684,-19.123186,5,100,1,165
-48.174535,-19.123166,5,100,1,344
-48.032874,-19.569675,5,100,1,354
-48.033021,-19.569668,5,100,1,173
-48.071777,-19.415086,5,100,1,343
-48.071656,-19.416230,5,100,1,172
-48.035189,-19.552347,5,100,1,173
