-47.895299,-20.851291,1,40,1,5
-47.895799,-20.850547,1,40,1,187
-47.813980,-20.380060,1,40,1,181
-47.813186,-20.380356,1,40,1,1
-47.424450,-20.532182,1,40,1,184
-47.462774,-20.110390,1,60,1,65
-47.824757,-20.428778,1,60,1,107
-47.824604,-20.428792,1,60,1,287
-47.065979,-20.968664,1,80,0,31
-47.553010,-20.936862,1,100,2,126
-47.588602,-20.912577,1,100,2,126
-47.848544,-20.522261,1,100,0,85
-47.821089,-20.762346,1,100,2,115
-47.853540,-20.755797,1,100,2,94
-47.424284,-20.532019,1,100,1,193
-47.281875,-20.620366,1,100,2,84
-47.413452,-20.469265,1,100,1,0
-47.413709,-20.468863,1,100,1,180
-47.410648,-20.506404,1,100,1,207
-47.410506,-20.506362,1,100,1,27
-47.883245,-20.667533,1,110,1,12
-47.785168,-20.052592,1,110,1,214
-47.421423,-20.530752,5,40,1,114
-47.402129,-20.507520,5,40,1,323
-47.403058,-20.558626,5,60,1,321
-47.372922,-20.522092,5,60,1,310
-47.374741,-20.510813,5,60,1,220
-47.374580,-20.510902,5,60,1,40
-47.432710,-20.546727,5,60,1,73
-47.432436,-20.546465,5,60,1,255
-47.407161,-20.536821,5,60,1,200
-47.383954,-20.516799,5,60,1,134
-47.423737,-20.545100,5,60,1,44
-47.400504,-20.561765,5,60,1,141
-47.405952,-20.556572,5,60,1,113
-47.419055,-20.497781,5,60,1,118
-47.398191,-20.515604,5,60,1,344
-47.398480,-20.515175,5,60,1,164
-47.400383,-20.561678,5,60,1,321
-47.418849,-20.497730,5,60,1,298
-47.385189,-20.521057,5,60,1,224
-47.388305,-20.519882,5,60,1,92
-47.372435,-20.526183,5,60,1,355
-47.393736,-20.535273,5,60,1,131
-47.408179,-20.543112,5,60,1,5
-47.405890,-20.556453,5,60,1,293
-47.382863,-20.519045,5,60,1,43
-47.400402,-20.529372,5,60,1,299
-47.417699,-20.540447,5,60,1,50
-47.436975,-20.519504,5,60,1,135
-47.435371,-20.522061,5,60,1,315
-47.404056,-20.551076,5,60,1,209
-47.448466,-20.462067,5,80,1,264
-47.315944,-20.533786,5,80,1,78
-47.314407,-20.533458,5,80,1,258
-47.409499,-20.484602,5,100,1,347
-47.474460,-20.269307,5,100,1,295
-47.423753,-20.326545,5,100,1,16
-47.356456,-20.576082,5,100,1,280
-47.340190,-20.580206,5,100,1,124
-47.414313,-20.423491,5,100,1,220
-47.414255,-20.423518,5,100,1,40
-47.419686,-20.445551,5,100,2,346
-47.534000,-20.949837,5,100,1,306
-47.566804,-20.927447,5,100,1,126
-47.506762,-20.966686,5,100,1,126
-47.427615,-20.554549,5,100,1,135
-47.893486,-20.825633,5,110,1,183
-47.894149,-20.835277,5,110,1,4
-47.896997,-20.870034,5,110,1,4
-47.875484,-20.580624,5,110,1,26
-47.851532,-20.538790,5,110,1,215
-47.881053,-20.640125,5,110,1,354
-47.893061,-20.819342,5,110,1,184
-47.480155,-20.645060,5,110,1,224
-47.566586,-20.797392,5,110,1,222
-47.644102,-20.967156,5,110,1,202
