-42.149568,-20.246731,1,50,2,107
-42.041179,-20.273083,1,50,0,88
-42.339842,-20.888579,1,50,2,164
-42.147052,-20.391140,1,50,2,187
-42.478269,-20.296168,1,50,2,110
-42.623881,-20.231424,1,50,2,149
-42.641209,-20.226290,1,50,2,163
-42.024916,-20.257805,1,50,2,122
-42.030705,-20.257883,1,50,2,35
-42.149962,-20.246440,1,50,2,104
-42.059157,-20.274344,1,50,2,116
-42.643269,-20.222800,1,50,2,116
-42.800701,-20.353740,1,60,0,40
-42.183100,-20.199126,1,60,0,174
-42.870375,-20.808543,1,60,0,1
-42.907710,-20.737483,1,60,0,121
-42.942253,-20.418237,1,60,0,51
-42.940027,-20.416072,1,60,0,26
-42.147267,-20.291730,1,80,0,160
