-39.935521,-18.420802,1,40,2,172
-39.820925,-18.727753,1,40,2,108
-39.861418,-18.008766,1,40,1,4
-39.861351,-18.007883,1,40,1,184
-39.845485,-18.724843,1,40,2,120
-39.835724,-18.726950,1,40,2,99
-39.860905,-18.001962,1,50,2,4
-39.861240,-18.723322,1,60,0,140
-39.865051,-18.677009,1,60,1,164
-39.893217,-18.582968,1,60,2,164
-39.924892,-18.478975,1,60,2,164
-39.956771,-18.282490,1,60,1,151
-39.956330,-18.293629,1,60,2,20
-39.862319,-18.686116,1,60,0,165
-39.954659,-18.313077,1,60,1,292
-39.863597,-18.681817,3,0,2,164
-39.860090,-18.729458,2,60,1,4
-39.860041,-18.728878,2,60,1,186
