-43.424042,-16.472831,1,40,0,116
-43.862312,-16.878532,1,40,1,221
-43.867552,-16.895475,1,40,1,190
-43.867728,-16.896238,1,40,1,10
-43.862849,-16.879160,1,40,1,41
-43.228606,-16.406539,1,40,2,106
-43.231485,-16.405874,1,40,2,97
-43.817518,-16.694790,1,40,1,38
-43.817113,-16.694353,1,40,1,223
-43.797827,-16.674339,1,60,0,44
-43.845348,-16.753924,1,60,1,344
-43.843740,-16.759465,1,60,1,345
-43.846503,-16.748802,1,60,1,186
-43.735063,-16.658474,1,60,1,263
-43.433502,-16.466460,1,60,0,125
-43.811421,-16.728538,1,60,0,35
-43.860990,-16.771050,1,60,0,86
-43.840981,-16.779345,1,60,1,41
-43.912494,-16.617666,1,60,0,127
-43.846576,-16.805275,1,60,1,35
-43.475444,-16.470303,1,60,2,100
-43.894436,-16.789768,1,60,0,31
-43.910733,-16.807954,1,60,0,58
-43.914394,-16.814696,1,60,1,28
-43.846839,-16.805615,1,60,1,215
-43.841278,-16.779624,1,60,1,221
-43.499709,-16.474413,1,60,2,40
-43.408274,-16.475870,1,60,0,164
-43.504304,-16.479447,1,60,2,41
-43.674876,-16.342467,1,60,2,2
-43.882709,-16.740208,1,60,1,193
-43.882647,-16.740217,1,60,1,13
-43.860862,-16.746658,1,60,2,141
-43.735050,-16.658573,1,80,1,83
-43.804109,-16.704283,5,60,1,200
-43.447617,-16.470195,5,60,1,263
-43.857726,-16.706417,5,60,1,148
-43.883100,-16.731229,5,60,1,160
-43.881120,-16.734992,5,60,1,338
-43.875035,-16.746083,5,60,1,224
-43.875002,-16.746100,5,60,1,44
