-36.574838,-9.480292,1,50,1,322
-36.574840,-9.480339,1,50,1,142
-36.305140,-9.577767,1,50,1,48
-36.305123,-9.577700,1,50,1,228
-36.623312,-9.421176,1,50,1,310
-36.624114,-9.421215,1,50,1,85
-36.989612,-9.404388,1,50,2,81
-36.021109,-9.166601,1,50,2,40
-36.016488,-9.161121,1,50,2,40
-36.012365,-9.241302,1,50,2,115
-36.809125,-9.389691,1,50,0,87
-36.924136,-9.400112,1,50,2,93
-36.496759,-9.584110,1,50,2,100
-36.456799,-9.590619,1,50,2,50
-36.001917,-9.514637,1,50,2,148
-36.003711,-9.511789,1,50,2,148
-36.321267,-9.585384,1,50,1,105
-36.319914,-9.585320,1,50,1,247
-36.689516,-9.406475,1,50,1,122
-36.688771,-9.406937,1,50,1,302
-36.013380,-9.150801,1,50,1,161
-36.013067,-9.151987,1,50,1,352
-36.628458,-9.057926,1,50,2,96
-36.618709,-9.054852,1,50,2,56
-36.597780,-9.452262,1,60,0,141
-36.006491,-9.509296,1,60,0,97
-36.001785,-9.587159,1,60,2,39
-36.038526,-9.028280,1,60,0,0
-36.050252,-9.503189,1,60,1,234
-36.019783,-9.507494,1,60,2,100
-36.050127,-9.503198,1,60,1,54
-36.614837,-9.431408,1,60,1,321
-36.614846,-9.431458,1,60,1,141
-36.644161,-9.431660,1,60,1,261
-36.644111,-9.431684,1,60,1,81
