-52.337366,-31.722440,1,50,1,209
-52.000085,-31.234427,1,60,1,150
-52.687712,-31.391597,1,60,1,104
-52.479169,-31.748717,1,60,2,103
-52.461682,-31.752192,1,60,2,103
-52.192047,-31.437785,1,80,0,34
-52.305971,-31.956182,1,100,1,341
-52.328243,-31.828323,1,100,1,196
-52.330349,-31.634618,1,100,1,49
-52.391101,-31.754672,5,60,1,284
-52.338117,-31.743960,5,60,1,313
-52.338326,-31.744152,5,60,1,133
-52.351400,-31.757142,5,60,1,290
-52.351495,-31.757320,5,60,1,110
-52.466334,-31.659963,5,80,0,150
-52.299742,-31.607712,5,80,1,40
-52.214179,-31.491126,5,80,1,196
-52.267673,-31.756987,5,80,1,286
