-37.441233,-11.261322,1,40,2,9
-37.754674,-11.475823,1,40,2,60
-37.428216,-11.234939,1,40,1,27
-37.428299,-11.234886,1,40,1,207
-37.616973,-11.348924,1,40,2,11
-37.664292,-11.380571,1,40,2,33
-37.856831,-11.539221,1,40,2,86
-37.441768,-11.264520,1,40,1,10
-37.441881,-11.265036,1,40,1,190
-37.444040,-11.269986,1,40,2,42
-37.837251,-11.537314,1,60,0,84
-37.769762,-11.484269,1,60,2,61
-37.673516,-11.393216,1,60,2,50
-37.638011,-11.364798,1,60,0,98
-37.634480,-11.366193,1,60,0,121
-37.553464,-11.318697,1,60,1,225
-37.945524,-11.776483,1,60,2,5
-37.950702,-11.787465,1,60,0,29
-37.955514,-11.796130,1,60,2,21
-37.306199,-11.001301,1,60,1,37
-37.305296,-11.000067,1,60,1,219
-37.449234,-11.278304,1,60,1,350
-37.366252,-11.078623,5,80,1,211
-37.399260,-11.160314,5,80,1,166
-37.379810,-11.123745,5,80,1,201
-37.364959,-11.044272,5,80,1,181
-37.371058,-11.095632,5,80,1,2
-37.406979,-11.194248,5,80,1,24
-37.370847,-11.090368,5,80,1,2
-37.354236,-11.035038,5,80,1,277
